HMGN5-M
ADAMTS16-M
PRDM6-M
AFAP1L1-M
MTRR-M
MAPK9-M
RAI14-M
CDC42SE2-M
SV2C-M
EBF1-M
C5orf39-M
AACSL-M
LARS-M
IRX4-M
NPR3-M
FGF10-M
ADAMTS2-M
ZNF622-M
LPCAT1-M
PCDHGA4-M
MED10-M
SLC6A18-M
PRKAA1-M
RNASEN-M
LOC729678-M
G3BP1-M
NEURL1B-M
C5orf42-M
TDRD6-M
TCTE3-M
STK38-M
PGBD1-M
FAM8A1-M
TMEM217-M
GABBR1-M
EHMT2-M
ZBTB9-M
RXRB-M
SERPINB1-M
TAF8-M
CUTA-M
WDR27-M
EHMT2-M
GFOD1-M
VPS52-M
PPP1R2P1-M
C6orf173-M
HLA-DOA-M
GRM4-M
PKIB-M
LOC285768-M
DOPEY1-M
BAT4-M
DLL1-M
COL11A2-M
BAT5-M
WDR27-M
SLC35D3-M
SYNGAP1-M
BAT2-M
COL11A2-M
DAXX-M
C6orf97-M
DDAH2-M
TRIM39-M
BAT1-M
SLC22A23-M
PFDN6-M
KIF13A-M
TUBB-M
FKBP5-M
HCG4-M
C6orf154-M
GRM4-M
SNRNP48-M
LCA5-M
NRM-M
FNDC1-M
CCHCR1-M
HDAC2-M
PERP-M
MAP3K7IP2-M
HACE1-M
DDAH2-M
PERP-M
BAT2-M
PREP-M
FRMD1-M
TMEM14B-M
TAF11-M
FBXO5-M
KIAA1949-M
BAT5-M
EGFL8-M
LRRC16A-M
DEF6-M
SLC35F1-M
PRRT1-M
RING1-M
VPS52-M
PRR3-M
HLA-F-M
RIPPLY2-M
RPS6KA2-M
POLR1C-M
DST-M
NFYA-M
COL11A2-M
C6orf27-M
PEX6-M
PNPLA1-M
UNC84A-M
RUNDC3B-M
C7orf44-M
SLC35B4-M
STAG3-M
WDR91-M
C7orf25-M
MAD1L1-M
GATAD1-M
GCC1-M
STK31-M
KLF14-M
ADAM22-M
POLD2-M
PTPRN2-M
KIAA0415-M
IGFBP3-M
DPP6-M
ARF5-M
ABCB8-M
IRF5-M
LOC389493-M
MKRN1-M
CDK13-M
HERPUD2-M
REPIN1-M
MIR25-M
C7orf50-M
USP42-M
C7orf55-M
PTPRN2-M
TRIM56-M
ZNF746-M
TES-M
TSPAN33-M
ASB10-M
BAIAP2L1-M
PNPLA8-M
TRA2A-M
C7orf13-M
TMEM60-M
EEPD1-M
MIR183-M
ETV1-M
VKORC1L1-M
TMEM184A-M
KIAA1549-M
YTHDF3-M
PARP10-M
ZFHX4-M
ZFP41-M
MYBL1-M
LOC401463-M
VPS28-M
TCEB1-M
TSNARE1-M
CYP7B1-M
KIAA1688-M
RHOBTB2-M
KIAA0146-M
NRBP2-M
SCRIB-M
SOX17-M
TOP1MT-M
CHMP7-M
ZNF251-M
ZFHX4-M
MTUS1-M
OSGIN2-M
MTDH-M
TRIB1-M
TOP1MT-M
WDYHV1-M
NEFL-M
IMPAD1-M
C8orf37-M
GOT1L1-M
EBAG9-M
PXDNL-M
CTSB-M
TMEM55A-M
RP1L1-M
DENND3-M
RNF139-M
TSNARE1-M
CHRAC1-M
MTERFD1-M
TTC35-M
MTERFD1-M
MCM4-M
PABPC1-M
C9orf86-M
SFXN4-M
EBF3-M
STOX1-M
ARHGAP21-M
PFKP-M
DDX21-M
KIF20B-M
OAT-M
KNDC1-M
WAC-M
GOLGA7B-M
CAMK1D-M
EBF3-M
IDI1-M
TET1-M
NEURL-M
ARID5B-M
C10orf78-M
MEIG1-M
ZEB1-M
ARHGAP21-M
KNDC1-M
FAM35A-M
C10orf46-M
KCNMA1-M
HKDC1-M
C10orf131-M
ANKRD16-M
TAF3-M
PPP1R3C-M
GPR123-M
GPR120-M
FBXL15-M
TCTN3-M
TAF5-M
GRK5-M
FRAT2-M
DDX21-M
GPR123-M
BTAF1-M
STOX1-M
PARD3-M
GRK5-M
ANKRD26-M
HK1-M
IL15RA-M
FAM53B-M
TLX1-M
EIF4EBP2-M
GDF2-M
EBF3-M
GPR123-M
KCNC1-M
KLC2-M
FANCF-M
APLP2-M
KLC2-M
EHD1-M
NUCB2-M
ALX4-M
EI24-M
GAL-M
OPCML-M
ARAP1-M
KCNQ1-M
SAC3D1-M
FADD-M
ATP5L-M
NADSYN1-M
ALX4-M
INS-IGF2-M
TIMM10-M
TBRG1-M
HRASLS5-M
C11orf2-M
PPFIA1-M
KCNQ1-M
P2RY2-M
DDX55-M
LHX5-M
SH2B3-M
MLL2-M
CCDC62-M
IKZF4-M
DNAH10-M
KDM2B-M
EPS8-M
HOXC4-M
FOXM1-M
PRR13-M
WNT10B-M
PDE3A-M
FBXO21-M
AQP2-M
THAP2-M
YAF2-M
FBRSL1-M
GXYLT1-M
RNF34-M
ZFC3H1-M
EEA1-M
PCBP2-M
MED13L-M
CCDC41-M
SELPLG-M
GAPDH-M
ZCCHC8-M
TCP11L2-M
CCDC64-M
NTF3-M
TBX5-M
PRH1-M
ZNF664-M
WSCD2-M
ATF1-M
ZNF10-M
TMED2-M
LOC100292680-M
GALNT9-M
LASS5-M
RAP1B-M
COQ10A-M
DNAJC14-M
PSMD9-M
SCYL2-M
DDX47-M
NCOR2-M
CHFR-M
C12orf42-M
PLBD1-M
RAB35-M
GJB6-M
C13orf15-M
KLF5-M
MCF2L-M
HMGB1-M
DHRS12-M
PHF11-M
CLYBL-M
SHISA2-M
SHISA2-M
GTF2F2-M
CARS2-M
MCF2L-M
NEK3-M
UFM1-M
IRS2-M
THSD1P-M
SOHLH2-M
PCCA-M
RASA3-M
ADPRHL1-M
ZIC2-M
KLF5-M
ESD-M
FBXL3-M
ATP11A-M
CCNA1-M
DGKH-M
TDRD3-M
EPSTI1-M
LRRC16B-M
PELI2-M
PRKCH-M
KIF26A-M
C14orf135-M
RIN3-M
MAP3K9-M
NIPA2-M
ARRDC4-M
TCF12-M
OCA2-M
COX5A-M
GABRA5-M
PTPN9-M
DLL4-M
C15orf40-M
WDR93-M
TNFAIP8L3-M
C15orf61-M
RPUSD2-M
ONECUT1-M
LIPC-M
IGF1R-M
SLC27A2-M
SEC11A-M
SRP14-M
PLA2G4F-M
ANXA2-M
PLA2G4D-M
TJP1-M
CYP1A1-M
CYFIP1-M
MKRN3-M
KLF13-M
MTHFS-M
ADAMTS17-M
CASC5-M
SECISBP2L-M
ATPBD4-M
HEXA-M
LDHD-M
MT1F-M
SRCAP-M
CRAMP1L-M
CACNA1H-M
ALDOA-M
NCRNA00095-M
PHKG2-M
GCSH-M
MGRN1-M
CTU2-M
MAZ-M
CREBBP-M
CCDC135-M
C16orf75-M
SLC7A5P2-M
HAGH-M
CBLN1-M
CMTM2-M
ZCCHC14-M
NUBP1-M
CYBA-M
PIGQ-M
CRAMP1L-M
KIAA0513-M
IFT140-M
RHBDF1-M
IFT140-M
MMP2-M
SNX29-M
IL4R-M
MARVELD3-M
GTF3C1-M
PDP2-M
TSC2-M
QPRT-M
HAGHL-M
PIGQ-M
FA2H-M
TFAP4-M
UNKL-M
CENPT-M
UNKL-M
KATNB1-M
KIAA0182-M
C16orf89-M
C16orf11-M
CLCN7-M
TRIM72-M
RABEP2-M
ZNF174-M
LOC440356-M
TUFM-M
GGA2-M
ACSF3-M
GTF3C1-M
MYH11-M
MTSS1L-M
MT1X-M
HCFC1R1-M
SPIRE2-M
TRAPPC2L-M
RAB11FIP3-M
BCAR1-M
AMFR-M
ZNF778-M
DHODH-M
ZFPM1-M
FUK-M
SLC38A8-M
RHBDF1-M
LMF1-M
RFWD3-M
ORC6L-M
MMP15-M
ANKRD11-M
BTBD12-M
KIAA0174-M
TSNAXIP1-M
ABAT-M
PLA2G15-M
NME4-M
CDR2-M
SPATA2L-M
IL32-M
C16orf68-M
TFAP4-M
DKFZP434H168-M
DNASE1L2-M
GINS2-M
SPSB3-M
CPPED1-M
EEF2K-M
GALNS-M
ZNF778-M
NDRG4-M
CRISPLD2-M
Magmas-M
TBL3-M
MLKL-M
LOC100129637-M
GPT2-M
TELO2-M
TERF2IP-M
TMEM159-M
NFATC3-M
PRSS27-M
GRIN2A-M
COX4I1-M
ZNF688-M
THAP11-M
ZNF423-M
ASPHD1-M
CRISPLD2-M
SALL1-M
SCNN1G-M
BANP-M
PKMYT1-M
CCNF-M
TXNL4B-M
NUBP1-M
ZFPM1-M
TERF2-M
ERI2-M
CBFA2T3-M
MRPL12-M
DNAH17-M
WFIKKN2-M
RNF222-M
SLC9A3R1-M
MED13-M
WIPF2-M
HEXIM2-M
SPAG7-M
RASL10B-M
NGFR-M
ABR-M
UBTF-M
TMEM104-M
TP53I13-M
TMEM101-M
PHF23-M
PLEKHH3-M
COG1-M
CBX2-M
APPBP2-M
QRICH2-M
NME1-M
SGSH-M
ABCC3-M
MYBBP1A-M
HAP1-M
B9D1-M
WSB1-M
ABCC3-M
USP36-M
STARD3-M
RAPGEFL1-M
PGS1-M
RPTOR-M
ITGB4-M
BAIAP2-M
TNRC6C-M
QRICH2-M
C1QL1-M
MIR142-M
SLC25A10-M
CCDC46-M
MSI2-M
GRB2-M
DNAH17-M
PPP1R9B-M
SCARNA16-M
CDC42EP4-M
MAP2K3-M
TBC1D16-M
TRIM47-M
STARD3-M
TP53I13-M
FADS6-M
HS3ST3B1-M
WDR45L-M
RPAIN-M
COASY-M
C17orf97-M
MEX3C-M
USP14-M
RPRD1A-M
MAPK4-M
OSBPL1A-M
EPB41L3-M
TGIF1-M
PIGN-M
SERPINB8-M
RNMT-M
ADCYAP1-M
IMPA2-M
SMAD7-M
CCDC11-M
SMAD7-M
VAPA-M
ME2-M
TCEB3C-M
DYM-M
LRFN1-M
ZBTB7A-M
ZNF581-M
OAZ1-M
ARHGEF18-M
GADD45B-M
MAST3-M
LTBP4-M
ZNF613-M
UQCRFS1-M
PNPLA6-M
ATG4D-M
LPHN1-M
GGN-M
RANBP3-M
ZNF296-M
GAMT-M
HMHA1-M
C19orf35-M
C19orf10-M
OPA3-M
TBC1D20-M
GDAP1L1-M
PCNA-M
PRNP-M
C20orf117-M
RALGAPA2-M
PIGT-M
SLC17A9-M
KCNQ2-M
C20orf111-M
EBF4-M
NTSR1-M
KIF3B-M
GNAS-M
RBBP9-M
FAM110A-M
STK35-M
BMP7-M
CDC25B-M
SLC9A8-M
SETD4-M
CXADR-M
ATP5J-M
TIAM1-M
SYNJ1-M
HMGN1-M
USP16-M
OSM-M
ARFGAP3-M
SEC14L4-M
MGAT3-M
GATSL3-M
SLC16A8-M
